seq,filename,class,prob,width,height,xmin,ymin,xmax,ymax
475,OS-3170bb8d-dfb7-4875-aeea-7fa7036e01e8.36.png,Macula,0.9691608,640,480,204,140,307,230
476,OS-3170bb8d-dfb7-4875-aeea-7fa7036e01e8.36.png,Macula,0.88798475,640,480,358,153,460,256
477,OS-3170bb8d-dfb7-4875-aeea-7fa7036e01e8.64.png,Macula,0.9851673,640,480,192,192,294,294
478,OS-3170bb8d-dfb7-4875-aeea-7fa7036e01e8.64.png,OpticDisk,0.93926275,640,480,12,268,76,345
479,OD-fd5f4bfa-5478-4c42-87e9-965f2e4ccd63.1.png,OpticDisk,0.9931223,640,480,358,204,435,281
480,OS-fd5f4bfa-5478-4c42-87e9-965f2e4ccd63.16.png,OpticDisk,0.99863833,640,480,204,268,281,345
481,OS-fd5f4bfa-5478-4c42-87e9-965f2e4ccd63.29.png,OpticDisk,0.9990017,640,480,64,217,140,294
482,OS-fd5f4bfa-5478-4c42-87e9-965f2e4ccd63.29.png,Macula,0.887555,640,480,217,243,320,345
483,OD-fda2d204-15b6-4ba0-837e-cb1570063c67.1.png,OpticDisk,0.9633272,640,480,384,89,460,166
484,OD-fda2d204-15b6-4ba0-837e-cb1570063c67.19.png,OpticDisk,0.9924292,640,480,563,192,627,268
485,OD-fda2d204-15b6-4ba0-837e-cb1570063c67.19.png,Macula,0.99054164,640,480,396,204,499,307
486,OD-fda2d204-15b6-4ba0-837e-cb1570063c67.2.png,OpticDisk,0.98496866,640,480,499,51,576,115
487,OS-fda2d204-15b6-4ba0-837e-cb1570063c67.25.png,OpticDisk,0.9492404,640,480,64,217,140,294
488,OD-feeac565-205f-4896-831b-27b60ca29a1c.2.png,OpticDisk,0.99640477,640,480,243,192,320,268
489,OD-feeac565-205f-4896-831b-27b60ca29a1c.2.png,Macula,0.8915984,640,480,12,268,115,371
490,OS-feeac565-205f-4896-831b-27b60ca29a1c.32.png,OpticDisk,0.9924401,640,480,64,192,140,268
491,OS-feeac565-205f-4896-831b-27b60ca29a1c.32.png,Macula,0.98921704,640,480,256,217,358,320
492,OS-feeac565-205f-4896-831b-27b60ca29a1c.46.png,OpticDisk,0.99072194,640,480,256,153,332,230
493,OD-0e9ba4df-4abe-4c15-b74a-4a9ad047a804.1.png,OpticDisk,0.9848712,640,480,320,166,384,230
494,OD-0e9ba4df-4abe-4c15-b74a-4a9ad047a804.2.png,OpticDisk,0.99701524,640,480,550,217,614,281
495,OD-0e9ba4df-4abe-4c15-b74a-4a9ad047a804.2.png,Macula,0.95438075,640,480,204,140,307,243
496,OS-0e9ba4df-4abe-4c15-b74a-4a9ad047a804.20.png,OpticDisk,0.974501,640,480,102,294,192,371
497,OS-0e9ba4df-4abe-4c15-b74a-4a9ad047a804.20.png,Macula,0.8542645,640,480,0,320,76,409
498,OD-64128cf3-2f8b-499d-a15a-f76baac9fb8b.3.png,OpticDisk,0.96179503,640,480,563,128,627,204
499,OS-64128cf3-2f8b-499d-a15a-f76baac9fb8b.21.png,Macula,0.9769284,640,480,448,217,550,320
500,OS-64128cf3-2f8b-499d-a15a-f76baac9fb8b.23.png,Macula,0.99589986,640,480,153,179,256,281
501,OS-64128cf3-2f8b-499d-a15a-f76baac9fb8b.23.png,Macula,0.92327875,640,480,384,204,486,307
502,OS-64128cf3-2f8b-499d-a15a-f76baac9fb8b.53.png,OpticDisk,0.9872902,640,480,320,166,384,230
503,OS-64128cf3-2f8b-499d-a15a-f76baac9fb8b.53.png,Macula,0.96437067,640,480,448,166,550,268
504,OS-64128cf3-2f8b-499d-a15a-f76baac9fb8b.54.png,Macula,0.9862752,640,480,217,153,320,256
505,OS-64128cf3-2f8b-499d-a15a-f76baac9fb8b.54.png,Macula,0.9853888,640,480,0,268,89,371
506,OS-64128cf3-2f8b-499d-a15a-f76baac9fb8b.54.png,OpticDisk,0.99885225,640,480,89,166,166,243
507,OD-37d65b87-bb84-4e7e-b913-238732f9af00.1.png,OpticDisk,0.99778205,640,480,396,128,473,204
508,OD-37d65b87-bb84-4e7e-b913-238732f9af00.1.png,Macula,0.9892492,640,480,243,179,345,281
509,OD-37d65b87-bb84-4e7e-b913-238732f9af00.21.png,Macula,0.984939,640,480,320,256,422,358
510,OD-37d65b87-bb84-4e7e-b913-238732f9af00.21.png,OpticDisk,0.9977307,640,480,537,204,614,281
511,OD-37d65b87-bb84-4e7e-b913-238732f9af00.3.png,Macula,0.98854256,640,480,409,166,512,268
512,OS-37d65b87-bb84-4e7e-b913-238732f9af00.36.png,Macula,0.99712,640,480,396,204,499,307
513,OS-37d65b87-bb84-4e7e-b913-238732f9af00.36.png,Macula,0.86843306,640,480,486,192,576,294
514,OS-37d65b87-bb84-4e7e-b913-238732f9af00.36.png,OpticDisk,0.98312896,640,480,243,166,332,243
515,OS-37d65b87-bb84-4e7e-b913-238732f9af00.61.png,OpticDisk,0.9968348,640,480,230,204,307,281
516,OS-37d65b87-bb84-4e7e-b913-238732f9af00.61.png,Macula,0.98734736,640,480,345,166,448,268
517,OS-37d65b87-bb84-4e7e-b913-238732f9af00.68.png,Macula,0.999419,640,480,358,51,460,153
518,OS-37d65b87-bb84-4e7e-b913-238732f9af00.68.png,OpticDisk,0.9853549,640,480,204,64,281,140
519,OD-ffb568ea-3f8e-4521-b359-d8aea5958854.2.png,OpticDisk,0.9997193,640,480,294,192,371,268
520,OD-ffb568ea-3f8e-4521-b359-d8aea5958854.3.png,Macula,0.96979403,640,480,281,243,384,345
521,OD-ffb568ea-3f8e-4521-b359-d8aea5958854.3.png,OpticDisk,0.9694387,640,480,460,179,537,256
522,OS-ffb568ea-3f8e-4521-b359-d8aea5958854.27.png,Macula,0.988282,640,480,384,192,486,294
523,OS-ffb568ea-3f8e-4521-b359-d8aea5958854.27.png,OpticDisk,0.97508186,640,480,204,230,281,307
524,OS-ffb568ea-3f8e-4521-b359-d8aea5958854.29.png,OpticDisk,0.90710133,640,480,25,307,102,371
525,OD-ccc0f6c4-e264-455f-8ed4-26a585515a0d.1.png,OpticDisk,0.958154,640,480,332,153,422,243
526,OS-ccc0f6c4-e264-455f-8ed4-26a585515a0d.32.png,Macula,0.9826246,640,480,192,217,294,320
527,OS-ccc0f6c4-e264-455f-8ed4-26a585515a0d.32.png,Macula,0.9241525,640,480,320,140,422,243
528,OS-ccc0f6c4-e264-455f-8ed4-26a585515a0d.32.png,Macula,0.8914006,640,480,243,153,345,256
529,OS-ccc0f6c4-e264-455f-8ed4-26a585515a0d.32.png,OpticDisk,0.9914967,640,480,25,281,89,345
530,OS-ccc0f6c4-e264-455f-8ed4-26a585515a0d.33.png,Macula,0.9969764,640,480,192,204,294,307
531,OS-ccc0f6c4-e264-455f-8ed4-26a585515a0d.33.png,Macula,0.90456885,640,480,128,281,230,384
532,OS-ccc0f6c4-e264-455f-8ed4-26a585515a0d.39.png,Macula,0.98897356,640,480,115,64,217,166
533,OS-ccc0f6c4-e264-455f-8ed4-26a585515a0d.39.png,Macula,0.8764532,640,480,192,64,294,166
534,OS-ccc0f6c4-e264-455f-8ed4-26a585515a0d.40.png,OpticDisk,0.9926438,640,480,51,76,128,140
535,OS-ccc0f6c4-e264-455f-8ed4-26a585515a0d.40.png,Macula,0.96415186,640,480,179,12,371,115
536,OS-ccc0f6c4-e264-455f-8ed4-26a585515a0d.40.png,Macula,0.90038866,640,480,396,320,499,422
537,OS-ccc0f6c4-e264-455f-8ed4-26a585515a0d.58.png,Macula,0.9995901,640,480,153,204,256,307
538,OS-ccc0f6c4-e264-455f-8ed4-26a585515a0d.58.png,Macula,0.88522846,640,480,294,128,396,230
539,OS-ccc0f6c4-e264-455f-8ed4-26a585515a0d.58.png,OpticDisk,0.99933237,640,480,0,230,64,307
540,OD-66a55559-a401-4e34-82f3-001c85c127c1.1.png,OpticDisk,0.9979972,640,480,332,256,422,345
541,OD-66a55559-a401-4e34-82f3-001c85c127c1.12.png,Macula,0.8544472,640,480,230,128,332,230
542,OD-66a55559-a401-4e34-82f3-001c85c127c1.18.png,OpticDisk,0.9995497,640,480,281,204,358,281
543,OD-66a55559-a401-4e34-82f3-001c85c127c1.18.png,Macula,0.9030803,640,480,128,128,230,230
544,OD-66a55559-a401-4e34-82f3-001c85c127c1.21.png,OpticDisk,0.9991015,640,480,409,153,473,217
545,OD-66a55559-a401-4e34-82f3-001c85c127c1.21.png,Macula,0.9197965,640,480,153,102,256,204
546,OD-66a55559-a401-4e34-82f3-001c85c127c1.3.png,OpticDisk,0.99571425,640,480,550,307,627,384
547,OD-66a55559-a401-4e34-82f3-001c85c127c1.3.png,Macula,0.9152276,640,480,358,256,460,358
548,OS-66a55559-a401-4e34-82f3-001c85c127c1.30.png,OpticDisk,0.99845445,640,480,51,332,128,409
549,OS-66a55559-a401-4e34-82f3-001c85c127c1.30.png,Macula,0.9965211,640,480,192,332,294,435
550,OS-66a55559-a401-4e34-82f3-001c85c127c1.34.png,Macula,0.99837,640,480,448,294,550,396
551,OS-66a55559-a401-4e34-82f3-001c85c127c1.34.png,OpticDisk,0.9859389,640,480,281,256,371,345
552,OD-dea2732e-b9b1-4894-a7db-9bbb5d1115f6.1.png,OpticDisk,0.99927396,640,480,332,153,396,217
553,OD-dea2732e-b9b1-4894-a7db-9bbb5d1115f6.1.png,Macula,0.9830482,640,480,153,166,256,268
554,OD-dea2732e-b9b1-4894-a7db-9bbb5d1115f6.2.png,Macula,0.9973851,640,480,358,153,460,256
555,OD-dea2732e-b9b1-4894-a7db-9bbb5d1115f6.2.png,Macula,0.8347932,640,480,294,140,396,243
556,OD-dea2732e-b9b1-4894-a7db-9bbb5d1115f6.2.png,OpticDisk,0.9998266,640,480,563,179,627,256
557,OD-dea2732e-b9b1-4894-a7db-9bbb5d1115f6.4.png,Macula,0.9927918,640,480,371,217,473,320
558,OD-dea2732e-b9b1-4894-a7db-9bbb5d1115f6.4.png,OpticDisk,0.92437035,640,480,576,217,627,294
559,OS-dea2732e-b9b1-4894-a7db-9bbb5d1115f6.34.png,OpticDisk,0.99944407,640,480,25,217,89,281
560,OS-dea2732e-b9b1-4894-a7db-9bbb5d1115f6.34.png,Macula,0.9835181,640,480,153,179,256,281
561,OS-dea2732e-b9b1-4894-a7db-9bbb5d1115f6.60.png,OpticDisk,0.999371,640,480,294,102,371,179
562,OS-dea2732e-b9b1-4894-a7db-9bbb5d1115f6.70.png,OpticDisk,0.998845,640,480,38,204,102,268
563,OS-dea2732e-b9b1-4894-a7db-9bbb5d1115f6.70.png,Macula,0.890172,640,480,268,166,371,268
564,OD-1d740b14-d676-47d5-b9fd-a7ceb4671321.1.png,Macula,0.97244936,640,480,192,217,294,320
565,OD-1d740b14-d676-47d5-b9fd-a7ceb4671321.1.png,OpticDisk,0.99679095,640,480,345,230,422,307
566,OD-1d740b14-d676-47d5-b9fd-a7ceb4671321.2.png,OpticDisk,0.99154025,640,480,499,204,576,281
567,OD-1d740b14-d676-47d5-b9fd-a7ceb4671321.2.png,Macula,0.99864584,640,480,332,179,435,281
568,OD-1d740b14-d676-47d5-b9fd-a7ceb4671321.3.png,Macula,0.9967276,640,480,435,89,537,192
569,OD-1d740b14-d676-47d5-b9fd-a7ceb4671321.3.png,Macula,0.8278982,640,480,448,307,550,409
570,OD-1d740b14-d676-47d5-b9fd-a7ceb4671321.4.png,Macula,0.853613,640,480,166,281,268,384
571,OS-1d740b14-d676-47d5-b9fd-a7ceb4671321.10.png,Macula,0.9484967,640,480,0,281,89,384
572,OS-1d740b14-d676-47d5-b9fd-a7ceb4671321.10.png,OpticDisk,0.9990706,640,480,0,166,64,243
573,OS-1d740b14-d676-47d5-b9fd-a7ceb4671321.11.png,Macula,0.99175054,640,480,204,345,307,448
574,OS-1d740b14-d676-47d5-b9fd-a7ceb4671321.11.png,Macula,0.9588632,640,480,0,268,76,371
575,OS-1d740b14-d676-47d5-b9fd-a7ceb4671321.12.png,Macula,0.9197102,640,480,0,307,76,396
576,OS-1d740b14-d676-47d5-b9fd-a7ceb4671321.5.png,Macula,0.9720305,640,480,358,115,460,217
577,OS-1d740b14-d676-47d5-b9fd-a7ceb4671321.5.png,OpticDisk,0.99443924,640,480,281,153,358,230
578,OS-1d740b14-d676-47d5-b9fd-a7ceb4671321.6.png,OpticDisk,0.9868221,640,480,281,153,358,230
579,OS-1d740b14-d676-47d5-b9fd-a7ceb4671321.6.png,Macula,0.9887925,640,480,409,140,512,243
580,OS-1d740b14-d676-47d5-b9fd-a7ceb4671321.6.png,Macula,0.9746901,640,480,409,64,512,166
581,OS-1d740b14-d676-47d5-b9fd-a7ceb4671321.7.png,OpticDisk,0.9984915,640,480,51,166,128,243
582,OS-1d740b14-d676-47d5-b9fd-a7ceb4671321.8.png,OpticDisk,0.9989931,640,480,0,140,51,204
583,OS-1d740b14-d676-47d5-b9fd-a7ceb4671321.9.png,OpticDisk,0.999706,640,480,0,230,64,294
584,OD-29ee6fd0-78fd-4b44-b4bb-ac9a7a9620de.1.png,OpticDisk,0.9962537,640,480,422,358,499,435
585,OD-29ee6fd0-78fd-4b44-b4bb-ac9a7a9620de.1.png,Macula,0.99989605,640,480,294,332,396,435
586,OD-29ee6fd0-78fd-4b44-b4bb-ac9a7a9620de.2.png,Macula,0.99891376,640,480,230,192,332,294
587,OD-29ee6fd0-78fd-4b44-b4bb-ac9a7a9620de.2.png,Macula,0.9047522,640,480,102,140,204,243
588,OD-29ee6fd0-78fd-4b44-b4bb-ac9a7a9620de.2.png,Macula,0.8681919,640,480,204,64,307,166
589,OD-29ee6fd0-78fd-4b44-b4bb-ac9a7a9620de.2.png,Macula,0.8677875,640,480,115,166,307,358
590,OD-29ee6fd0-78fd-4b44-b4bb-ac9a7a9620de.2.png,OpticDisk,0.99950755,640,480,358,204,422,281
591,OD-29ee6fd0-78fd-4b44-b4bb-ac9a7a9620de.3.png,Macula,0.97874695,640,480,230,192,332,294
592,OD-29ee6fd0-78fd-4b44-b4bb-ac9a7a9620de.3.png,Macula,0.9505258,640,480,89,140,192,243
593,OD-29ee6fd0-78fd-4b44-b4bb-ac9a7a9620de.3.png,OpticDisk,0.9968829,640,480,358,217,435,294
594,OD-29ee6fd0-78fd-4b44-b4bb-ac9a7a9620de.4.png,Macula,0.99066484,640,480,192,217,294,320
595,OD-29ee6fd0-78fd-4b44-b4bb-ac9a7a9620de.4.png,Macula,0.91103774,640,480,64,179,166,281
596,OD-29ee6fd0-78fd-4b44-b4bb-ac9a7a9620de.4.png,Macula,0.9021885,640,480,102,320,204,422
597,OD-29ee6fd0-78fd-4b44-b4bb-ac9a7a9620de.4.png,OpticDisk,0.9833477,640,480,320,256,396,332
598,OD-29ee6fd0-78fd-4b44-b4bb-ac9a7a9620de.5.png,Macula,0.9103299,640,480,409,140,512,243
599,OS-29ee6fd0-78fd-4b44-b4bb-ac9a7a9620de.10.png,OpticDisk,0.993042,640,480,64,320,140,396
600,OS-29ee6fd0-78fd-4b44-b4bb-ac9a7a9620de.10.png,Macula,0.9563702,640,480,179,307,281,409
601,OS-29ee6fd0-78fd-4b44-b4bb-ac9a7a9620de.6.png,OpticDisk,0.9921061,640,480,307,320,396,409
602,OS-29ee6fd0-78fd-4b44-b4bb-ac9a7a9620de.6.png,Macula,0.98634547,640,480,422,345,524,448
603,OS-29ee6fd0-78fd-4b44-b4bb-ac9a7a9620de.6.png,Macula,0.93263763,640,480,281,89,384,192
604,OS-29ee6fd0-78fd-4b44-b4bb-ac9a7a9620de.8.png,OpticDisk,0.9594573,640,480,128,332,217,409
605,OS-29ee6fd0-78fd-4b44-b4bb-ac9a7a9620de.8.png,Macula,0.9822443,640,480,230,294,332,396
606,OS-29ee6fd0-78fd-4b44-b4bb-ac9a7a9620de.9.png,Macula,0.95929796,640,480,217,192,307,358
607,OD-ed29e7ff-9820-4f32-b937-5ef73188b02f.27.png,OpticDisk,0.8268154,640,480,512,89,588,166
608,OD-ed29e7ff-9820-4f32-b937-5ef73188b02f.30.png,OpticDisk,0.9697967,640,480,563,140,627,217
609,OD-ed29e7ff-9820-4f32-b937-5ef73188b02f.4.png,Macula,0.98992467,640,480,371,128,473,230
610,OD-ed29e7ff-9820-4f32-b937-5ef73188b02f.4.png,OpticDisk,0.9617863,640,480,563,115,627,179
611,OD-ed29e7ff-9820-4f32-b937-5ef73188b02f.36.png,OpticDisk,0.99748755,640,480,358,192,422,268
612,OD-ed29e7ff-9820-4f32-b937-5ef73188b02f.36.png,Macula,0.87905633,640,480,140,230,243,332
613,OS-ed29e7ff-9820-4f32-b937-5ef73188b02f.40.png,Macula,0.9955302,640,480,153,204,268,307
614,OS-ed29e7ff-9820-4f32-b937-5ef73188b02f.40.png,Macula,0.80209523,640,480,320,179,422,281
615,OS-ed29e7ff-9820-4f32-b937-5ef73188b02f.59.png,OpticDisk,0.99058294,640,480,217,204,294,281
616,OS-ed29e7ff-9820-4f32-b937-5ef73188b02f.69.png,Macula,0.9709321,640,480,217,204,320,307
617,OS-ed29e7ff-9820-4f32-b937-5ef73188b02f.69.png,Macula,0.887178,640,480,499,128,601,230
618,OS-ed29e7ff-9820-4f32-b937-5ef73188b02f.69.png,OpticDisk,0.99737394,640,480,76,281,153,358
619,OD-16f1e3b9-5ce7-4fbc-a3bf-30c662717bc6.1.png,OpticDisk,0.99971515,640,480,320,179,396,256
620,OD-16f1e3b9-5ce7-4fbc-a3bf-30c662717bc6.11.png,Macula,0.99145657,640,480,345,166,448,268
621,OD-16f1e3b9-5ce7-4fbc-a3bf-30c662717bc6.11.png,OpticDisk,0.9973876,640,480,512,140,588,217
622,OD-16f1e3b9-5ce7-4fbc-a3bf-30c662717bc6.23.png,Macula,0.9287703,640,480,204,307,307,409
623,OD-16f1e3b9-5ce7-4fbc-a3bf-30c662717bc6.23.png,Macula,0.8356926,640,480,371,230,473,332
624,OD-16f1e3b9-5ce7-4fbc-a3bf-30c662717bc6.23.png,OpticDisk,0.9894426,640,480,550,153,627,243
625,OS-16f1e3b9-5ce7-4fbc-a3bf-30c662717bc6.34.png,OpticDisk,0.9984902,640,480,76,204,153,281
626,OS-16f1e3b9-5ce7-4fbc-a3bf-30c662717bc6.34.png,Macula,0.92606145,640,480,243,192,345,294
627,OS-16f1e3b9-5ce7-4fbc-a3bf-30c662717bc6.35.png,OpticDisk,0.99921715,640,480,12,230,76,294
628,OS-16f1e3b9-5ce7-4fbc-a3bf-30c662717bc6.35.png,Macula,0.9475516,640,480,166,192,268,294
629,OS-16f1e3b9-5ce7-4fbc-a3bf-30c662717bc6.54.png,OpticDisk,0.9838239,640,480,25,268,89,332
630,OS-16f1e3b9-5ce7-4fbc-a3bf-30c662717bc6.54.png,Macula,0.9875136,640,480,179,230,281,332
631,OS-16f1e3b9-5ce7-4fbc-a3bf-30c662717bc6.54.png,Macula,0.85641843,640,480,396,192,499,281
632,OD-06bdef9f-c895-4c31-add3-d8c1f1085c6e.4.png,OpticDisk,0.9041893,640,480,217,204,294,281
633,OS-06bdef9f-c895-4c31-add3-d8c1f1085c6e.16.png,OpticDisk,0.995729,640,480,230,230,294,307
634,OS-06bdef9f-c895-4c31-add3-d8c1f1085c6e.17.png,OpticDisk,0.98963976,640,480,0,294,76,358
635,OS-06bdef9f-c895-4c31-add3-d8c1f1085c6e.17.png,Macula,0.969443,640,480,153,256,256,358
636,OS-06bdef9f-c895-4c31-add3-d8c1f1085c6e.17.png,Macula,0.85799485,640,480,268,230,358,320
637,OS-06bdef9f-c895-4c31-add3-d8c1f1085c6e.20.png,OpticDisk,0.99874014,640,480,115,166,179,230
638,OS-06bdef9f-c895-4c31-add3-d8c1f1085c6e.20.png,Macula,0.9247231,640,480,332,140,524,243
639,OS-06bdef9f-c895-4c31-add3-d8c1f1085c6e.24.png,OpticDisk,0.9973182,640,480,204,230,268,294
640,OS-06bdef9f-c895-4c31-add3-d8c1f1085c6e.24.png,OpticDisk,0.81926686,640,480,0,320,51,409
641,OS-06bdef9f-c895-4c31-add3-d8c1f1085c6e.25.png,OpticDisk,0.9451797,640,480,0,268,76,345
642,OS-06bdef9f-c895-4c31-add3-d8c1f1085c6e.25.png,Macula,0.8406489,640,480,179,256,281,358
643,OD-572802b3-8710-41b7-9976-1b2eb1238ed6.1.png,OpticDisk,0.99730897,640,480,281,179,358,256
644,OD-572802b3-8710-41b7-9976-1b2eb1238ed6.2.png,OpticDisk,0.8840165,640,480,537,166,627,256
645,OD-572802b3-8710-41b7-9976-1b2eb1238ed6.2.png,Macula,0.97790056,640,480,230,153,332,256
646,OS-572802b3-8710-41b7-9976-1b2eb1238ed6.19.png,OpticDisk,0.8747953,640,480,179,140,256,217
647,OD-ef9baa01-09f1-4273-b0e7-568c5464caab.19.png,OpticDisk,0.9993154,640,480,435,89,499,153
648,OD-ef9baa01-09f1-4273-b0e7-568c5464caab.19.png,Macula,0.9810859,640,480,243,166,345,268
649,OD-ef9baa01-09f1-4273-b0e7-568c5464caab.2.png,OpticDisk,0.9992016,640,480,396,102,473,179
650,OD-ef9baa01-09f1-4273-b0e7-568c5464caab.3.png,OpticDisk,0.98852974,640,480,576,128,627,204
651,OD-ef9baa01-09f1-4273-b0e7-568c5464caab.4.png,OpticDisk,0.96621764,640,480,563,179,627,256
652,OS-ef9baa01-09f1-4273-b0e7-568c5464caab.20.png,OpticDisk,0.998754,640,480,76,230,140,294
653,OS-ef9baa01-09f1-4273-b0e7-568c5464caab.27.png,Macula,0.98540616,640,480,115,115,217,217
654,OS-ef9baa01-09f1-4273-b0e7-568c5464caab.27.png,Macula,0.96957177,640,480,153,38,256,140
655,OS-ef9baa01-09f1-4273-b0e7-568c5464caab.27.png,Macula,0.88164175,640,480,243,76,345,179
656,OD-fa390348-ad58-4c46-b908-a8c70045cf13.50.png,OpticDisk,0.99914575,640,480,243,128,320,204
657,OD-fa390348-ad58-4c46-b908-a8c70045cf13.50.png,OpticDisk,0.9680669,640,480,76,230,153,307
658,OD-fa390348-ad58-4c46-b908-a8c70045cf13.50.png,Macula,0.8151643,640,480,0,102,76,192
659,OD-fa390348-ad58-4c46-b908-a8c70045cf13.9.png,OpticDisk,0.9994572,640,480,435,153,499,217
660,OD-fa390348-ad58-4c46-b908-a8c70045cf13.9.png,Macula,0.94290614,640,480,256,166,358,268
661,OS-fa390348-ad58-4c46-b908-a8c70045cf13.35.png,Macula,0.94197464,640,480,153,179,256,281
662,OS-fa390348-ad58-4c46-b908-a8c70045cf13.35.png,OpticDisk,0.9970284,640,480,25,192,102,256
663,OD-985eb31b-d90e-4912-8aa3-bbddc96e1424.1.png,OpticDisk,0.99319625,640,480,320,204,396,281
664,OD-985eb31b-d90e-4912-8aa3-bbddc96e1424.1.png,Macula,0.9869508,640,480,128,204,230,307
665,OD-985eb31b-d90e-4912-8aa3-bbddc96e1424.2.png,Macula,0.9974623,640,480,371,217,473,320
666,OS-985eb31b-d90e-4912-8aa3-bbddc96e1424.14.png,Macula,0.96284956,640,480,409,230,512,332
667,OS-985eb31b-d90e-4912-8aa3-bbddc96e1424.14.png,OpticDisk,0.99742705,640,480,243,256,320,332
668,OS-985eb31b-d90e-4912-8aa3-bbddc96e1424.16.png,Macula,0.9967608,640,480,192,217,294,320
669,OS-985eb31b-d90e-4912-8aa3-bbddc96e1424.16.png,OpticDisk,0.99749243,640,480,64,256,140,332
670,OS-985eb31b-d90e-4912-8aa3-bbddc96e1424.30.png,Macula,0.9479654,640,480,153,115,256,217
671,OD-4db9cb5d-abc2-479b-a678-90af7f7d3030.1.png,OpticDisk,0.9953526,640,480,320,192,396,268
672,OD-4db9cb5d-abc2-479b-a678-90af7f7d3030.1.png,Macula,0.9626373,640,480,179,204,281,307
673,OD-4db9cb5d-abc2-479b-a678-90af7f7d3030.2.png,Macula,0.98371226,640,480,307,204,409,307
674,OD-4db9cb5d-abc2-479b-a678-90af7f7d3030.2.png,OpticDisk,0.99056655,640,480,473,217,550,294
675,OS-4db9cb5d-abc2-479b-a678-90af7f7d3030.12.png,OpticDisk,0.9938128,640,480,268,179,345,256
676,OS-4db9cb5d-abc2-479b-a678-90af7f7d3030.12.png,Macula,0.9831256,640,480,409,102,512,204
677,OS-4db9cb5d-abc2-479b-a678-90af7f7d3030.12.png,Macula,0.9707537,640,480,128,217,230,320
678,OS-4db9cb5d-abc2-479b-a678-90af7f7d3030.13.png,Macula,0.9927442,640,480,307,153,409,256
679,OS-4db9cb5d-abc2-479b-a678-90af7f7d3030.13.png,OpticDisk,0.9929128,640,480,179,204,256,281
680,OS-4db9cb5d-abc2-479b-a678-90af7f7d3030.14.png,Macula,0.9993204,640,480,102,179,204,281
681,OS-4db9cb5d-abc2-479b-a678-90af7f7d3030.14.png,Macula,0.8438031,640,480,396,115,499,217
682,OS-4db9cb5d-abc2-479b-a678-90af7f7d3030.16.png,Macula,0.99786395,640,480,128,128,230,230
683,OS-4db9cb5d-abc2-479b-a678-90af7f7d3030.28.png,Macula,0.99899167,640,480,115,179,217,281
684,OS-4db9cb5d-abc2-479b-a678-90af7f7d3030.28.png,Macula,0.9026366,640,480,358,89,460,192
685,OS-4db9cb5d-abc2-479b-a678-90af7f7d3030.28.png,Macula,0.88571954,640,480,435,166,537,268
686,OD-2155816a-bbee-4092-9e08-e186353a5f06.1.png,OpticDisk,0.99960095,640,480,294,192,371,268
687,OD-2155816a-bbee-4092-9e08-e186353a5f06.1.png,Macula,0.99694073,640,480,140,217,243,320
688,OD-2155816a-bbee-4092-9e08-e186353a5f06.2.png,OpticDisk,0.99175537,640,480,512,256,588,332
689,OD-2155816a-bbee-4092-9e08-e186353a5f06.6.png,Macula,0.99415344,640,480,435,166,537,268
690,OD-2155816a-bbee-4092-9e08-e186353a5f06.6.png,Macula,0.9521634,640,480,332,153,435,256
691,OS-2155816a-bbee-4092-9e08-e186353a5f06.22.png,OpticDisk,0.9905938,640,480,230,166,294,230
692,OS-2155816a-bbee-4092-9e08-e186353a5f06.22.png,Macula,0.9721104,640,480,384,166,486,268
693,OS-2155816a-bbee-4092-9e08-e186353a5f06.23.png,Macula,0.9960109,640,480,281,179,384,281
694,OS-2155816a-bbee-4092-9e08-e186353a5f06.23.png,OpticDisk,0.99827147,640,480,140,192,204,268
695,OS-2155816a-bbee-4092-9e08-e186353a5f06.24.png,Macula,0.8464691,640,480,230,0,332,89
696,OD-00a23638-1a76-46d2-80c0-18a45ca45b32.12.png,OpticDisk,0.98606575,640,480,358,38,435,115
697,OD-00a23638-1a76-46d2-80c0-18a45ca45b32.12.png,Macula,0.9802169,640,480,140,12,332,115
698,OD-00a23638-1a76-46d2-80c0-18a45ca45b32.14.png,Macula,0.97765917,640,480,0,102,102,204
699,OD-00a23638-1a76-46d2-80c0-18a45ca45b32.14.png,Macula,0.9601308,640,480,230,64,332,166
700,OD-00a23638-1a76-46d2-80c0-18a45ca45b32.14.png,Macula,0.9179772,640,480,422,153,524,256
701,OD-00a23638-1a76-46d2-80c0-18a45ca45b32.14.png,Macula,0.88069254,640,480,384,0,486,89
702,OD-00a23638-1a76-46d2-80c0-18a45ca45b32.15.png,Macula,0.99322647,640,480,345,166,435,256
703,OD-00a23638-1a76-46d2-80c0-18a45ca45b32.15.png,OpticDisk,0.9996753,640,480,563,217,627,281
704,OS-00a23638-1a76-46d2-80c0-18a45ca45b32.24.png,Macula,0.9820096,640,480,371,153,473,256
705,OS-00a23638-1a76-46d2-80c0-18a45ca45b32.24.png,OpticDisk,0.97685003,640,480,204,192,281,268
706,OS-00a23638-1a76-46d2-80c0-18a45ca45b32.25.png,Macula,0.9830983,640,480,281,192,384,294
707,OS-00a23638-1a76-46d2-80c0-18a45ca45b32.25.png,OpticDisk,0.99100715,640,480,115,192,192,268
708,OS-00a23638-1a76-46d2-80c0-18a45ca45b32.30.png,Macula,0.9878925,640,480,204,89,307,192
